	X  , 	 Y,  		Z, 	  Z teorica ,	R_mode , Round_bit, Guard|Sticky , PASS , ovrf , udrf ,  NAN 
ae8513fb, bd3418e7, 2c3b3dfc, 2c3b3dfc, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
37227a52, 24ff89cd, 1ca22f4d, 1ca22f4d, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
679c2e82, 6baa86aa, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
fc51efb0, c8af515d, 7f800000, 7f800000, 	 2, 		0, 			0, 			1, 		1, 		0, 		0	
7d5feb4e, 4106699b, 7eeb2313, 7eeb2313, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
12d273ba, 8167fb30, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
1a458169, 25ce8855, 009f5750, 009f5750, 	 2, 		1, 			1, 			1, 		0, 		0, 		0	
1878919b, 040d9cf5, 00000000, 00000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
43d11eb2, cf6d1749, d3c1ac71, d3c1ac71, 	 2, 		0, 			1, 			1, 		0, 		0, 		0	
97342734, 24f49c55, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
a4fcfe21, 15f9299a, 80000000, 80000000, 	 2, 		0, 			0, 			1, 		0, 		1, 		0	
